Date,Open,High,Low,Close,Adj Close,Volume
2000-01-31,10.262100,10.262100,10.262100,10.262100,8.374173,0
2000-02-01,null,null,null,null,null,null
2000-02-02,null,null,null,null,null,null
2000-02-03,null,null,null,null,null,null
2000-02-04,null,null,null,null,null,null
2000-02-07,null,null,null,null,null,null
2000-02-08,null,null,null,null,null,null
2000-02-09,null,null,null,null,null,null
2000-02-10,null,null,null,null,null,null
2000-02-11,null,null,null,null,null,null
2000-02-14,null,null,null,null,null,null
2000-02-15,null,null,null,null,null,null
2000-02-16,null,null,null,null,null,null
2000-02-17,null,null,null,null,null,null
2000-02-18,null,null,null,null,null,null
2000-02-21,null,null,null,null,null,null
2000-02-22,null,null,null,null,null,null
2000-02-23,null,null,null,null,null,null
2000-02-24,null,null,null,null,null,null
2000-02-25,null,null,null,null,null,null
2000-02-28,9.396500,9.396500,9.396500,9.396500,7.667817,0
2000-02-29,null,null,null,null,null,null
2000-03-01,null,null,null,null,null,null
2000-03-02,null,null,null,null,null,null
2000-03-03,null,null,null,null,null,null
2000-03-06,null,null,null,null,null,null
2000-03-07,null,null,null,null,null,null
2000-03-08,null,null,null,null,null,null
2000-03-09,null,null,null,null,null,null
2000-03-10,null,null,null,null,null,null
2000-03-13,null,null,null,null,null,null
2000-03-14,null,null,null,null,null,null
2000-03-15,null,null,null,null,null,null
2000-03-16,null,null,null,null,null,null
2000-03-17,null,null,null,null,null,null
2000-03-20,null,null,null,null,null,null
2000-03-21,null,null,null,null,null,null
2000-03-22,null,null,null,null,null,null
2000-03-23,null,null,null,null,null,null
2000-03-24,null,null,null,null,null,null
2000-03-27,9.761700,9.761700,9.761700,9.761700,7.965831,0
2000-03-28,null,null,null,null,null,null
2000-03-29,null,null,null,null,null,null
2000-03-30,null,null,null,null,null,null
2000-03-31,null,null,null,null,null,null
2000-04-03,null,null,null,null,null,null
2000-04-04,null,null,null,null,null,null
2000-04-05,null,null,null,null,null,null
2000-04-06,null,null,null,null,null,null
2000-04-07,null,null,null,null,null,null
2000-04-10,null,null,null,null,null,null
2000-04-11,null,null,null,null,null,null
2000-04-12,null,null,null,null,null,null
2000-04-13,null,null,null,null,null,null
2000-04-14,null,null,null,null,null,null
2000-04-17,null,null,null,null,null,null
2000-04-18,null,null,null,null,null,null
2000-04-19,null,null,null,null,null,null
2000-04-20,null,null,null,null,null,null
2000-04-21,null,null,null,null,null,null
2000-04-24,null,null,null,null,null,null
2000-04-25,null,null,null,null,null,null
2000-04-26,null,null,null,null,null,null
2000-04-27,null,null,null,null,null,null
2000-04-28,null,null,null,null,null,null
2000-05-01,10.152500,10.152500,10.152500,10.152500,8.284736,0
2000-05-02,null,null,null,null,null,null
2000-05-03,null,null,null,null,null,null
2000-05-04,null,null,null,null,null,null
2000-05-05,null,null,null,null,null,null
2000-05-08,null,null,null,null,null,null
2000-05-09,null,null,null,null,null,null
2000-05-10,null,null,null,null,null,null
2000-05-11,null,null,null,null,null,null
2000-05-12,null,null,null,null,null,null
2000-05-15,null,null,null,null,null,null
2000-05-16,null,null,null,null,null,null
2000-05-17,null,null,null,null,null,null
2000-05-18,null,null,null,null,null,null
2000-05-19,null,null,null,null,null,null
2000-05-22,null,null,null,null,null,null
2000-05-23,null,null,null,null,null,null
2000-05-24,null,null,null,null,null,null
2000-05-25,null,null,null,null,null,null
2000-05-26,null,null,null,null,null,null
2000-05-29,9.300500,9.300500,9.300500,9.300500,7.589478,0
2000-05-30,null,null,null,null,null,null
2000-05-31,null,null,null,null,null,null
2000-06-01,null,null,null,null,null,null
2000-06-02,null,null,null,null,null,null
2000-06-05,null,null,null,null,null,null
2000-06-06,null,null,null,null,null,null
2000-06-07,null,null,null,null,null,null
2000-06-08,null,null,null,null,null,null
2000-06-09,null,null,null,null,null,null
2000-06-12,null,null,null,null,null,null
2000-06-13,null,null,null,null,null,null
2000-06-14,null,null,null,null,null,null
2000-06-15,null,null,null,null,null,null
2000-06-16,null,null,null,null,null,null
2000-06-19,null,null,null,null,null,null
2000-06-20,null,null,null,null,null,null
2000-06-21,null,null,null,null,null,null
2000-06-22,null,null,null,null,null,null
2000-06-23,null,null,null,null,null,null
2000-06-26,9.722400,9.722400,9.722400,9.722400,7.933762,0
2000-06-27,null,null,null,null,null,null
2000-06-28,null,null,null,null,null,null
2000-06-29,null,null,null,null,null,null
2000-06-30,null,null,null,null,null,null
2000-07-03,null,null,null,null,null,null
2000-07-04,null,null,null,null,null,null
2000-07-05,null,null,null,null,null,null
2000-07-06,null,null,null,null,null,null
2000-07-07,null,null,null,null,null,null
2000-07-10,null,null,null,null,null,null
2000-07-11,null,null,null,null,null,null
2000-07-12,null,null,null,null,null,null
2000-07-13,null,null,null,null,null,null
2000-07-14,null,null,null,null,null,null
2000-07-17,null,null,null,null,null,null
2000-07-18,null,null,null,null,null,null
2000-07-19,null,null,null,null,null,null
2000-07-20,null,null,null,null,null,null
2000-07-21,null,null,null,null,null,null
2000-07-24,null,null,null,null,null,null
2000-07-25,null,null,null,null,null,null
2000-07-26,null,null,null,null,null,null
2000-07-27,null,null,null,null,null,null
2000-07-28,null,null,null,null,null,null
2000-07-31,9.904300,9.904300,9.904300,9.904300,8.082197,0
2000-08-01,null,null,null,null,null,null
2000-08-02,null,null,null,null,null,null
2000-08-03,null,null,null,null,null,null
2000-08-04,null,null,null,null,null,null
2000-08-07,null,null,null,null,null,null
2000-08-08,null,null,null,null,null,null
2000-08-09,null,null,null,null,null,null
2000-08-10,null,null,null,null,null,null
2000-08-11,null,null,null,null,null,null
2000-08-14,null,null,null,null,null,null
2000-08-15,null,null,null,null,null,null
2000-08-16,null,null,null,null,null,null
2000-08-17,null,null,null,null,null,null
2000-08-18,null,null,null,null,null,null
2000-08-21,null,null,null,null,null,null
2000-08-22,null,null,null,null,null,null
2000-08-23,null,null,null,null,null,null
2000-08-24,null,null,null,null,null,null
2000-08-25,null,null,null,null,null,null
2000-08-28,6.721800,6.721800,6.721800,6.721800,5.485185,0
2000-08-29,null,null,null,null,null,null
2000-08-30,null,null,null,null,null,null
2000-08-31,null,null,null,null,null,null
2000-09-01,null,null,null,null,null,null
2000-09-04,null,null,null,null,null,null
2000-09-05,null,null,null,null,null,null
2000-09-06,null,null,null,null,null,null
2000-09-07,null,null,null,null,null,null
2000-09-08,null,null,null,null,null,null
2000-09-11,null,null,null,null,null,null
2000-09-12,null,null,null,null,null,null
2000-09-13,null,null,null,null,null,null
2000-09-14,null,null,null,null,null,null
2000-09-15,null,null,null,null,null,null
2000-09-18,null,null,null,null,null,null
2000-09-19,null,null,null,null,null,null
2000-09-20,null,null,null,null,null,null
2000-09-21,null,null,null,null,null,null
2000-09-22,null,null,null,null,null,null
2000-09-25,6.179600,6.179600,6.179600,6.179600,5.042734,0
2000-09-26,null,null,null,null,null,null
2000-09-27,null,null,null,null,null,null
2000-09-28,null,null,null,null,null,null
2000-09-29,null,null,null,null,null,null
2000-10-02,null,null,null,null,null,null
2000-10-03,null,null,null,null,null,null
2000-10-04,null,null,null,null,null,null
2000-10-05,null,null,null,null,null,null
2000-10-06,null,null,null,null,null,null
2000-10-09,null,null,null,null,null,null
2000-10-10,null,null,null,null,null,null
2000-10-11,null,null,null,null,null,null
2000-10-12,null,null,null,null,null,null
2000-10-13,null,null,null,null,null,null
2000-10-16,null,null,null,null,null,null
2000-10-17,null,null,null,null,null,null
2000-10-18,null,null,null,null,null,null
2000-10-19,null,null,null,null,null,null
2000-10-20,null,null,null,null,null,null
2000-10-23,null,null,null,null,null,null
2000-10-24,null,null,null,null,null,null
2000-10-25,null,null,null,null,null,null
2000-10-26,null,null,null,null,null,null
2000-10-27,null,null,null,null,null,null
2000-10-30,7.200200,7.200200,7.200200,7.200200,5.875573,0
2000-10-31,null,null,null,null,null,null
2000-11-01,null,null,null,null,null,null
2000-11-02,null,null,null,null,null,null
2000-11-03,null,null,null,null,null,null
2000-11-06,null,null,null,null,null,null
2000-11-07,null,null,null,null,null,null
2000-11-08,null,null,null,null,null,null
2000-11-09,null,null,null,null,null,null
2000-11-10,null,null,null,null,null,null
2000-11-13,null,null,null,null,null,null
2000-11-14,null,null,null,null,null,null
2000-11-15,null,null,null,null,null,null
2000-11-16,null,null,null,null,null,null
2000-11-17,null,null,null,null,null,null
2000-11-20,null,null,null,null,null,null
2000-11-21,null,null,null,null,null,null
2000-11-22,null,null,null,null,null,null
2000-11-23,null,null,null,null,null,null
2000-11-24,null,null,null,null,null,null
